sku,height_in_inch,age_in_year,teeth,weight_in_kg,size,feedlot_in_month
BLF2342,52,2 Years,2,256,LARGE,3 Months
BLF2001,48.5,2 Years,2,256,MEDIUM,3 Months
BLF2002,51,2.5 Years,4,296,LARGE,3 Months
BLF2003,44,2 Years,2,212,MINIMUM,3 Months
BLF2004,43.5,2 Years,2,202,MINIMUM,3 Months
BLF2005,45,2 Years,2,205,MEDIUM,3 Months
BLF2006,48,2 Years,2,258,MEDIUM,3 Months
BLF2007,46,2 Years,2,240,MEDIUM,3 Months
BLF2008,43.2,2 Years,2,215,MINIMUM,3 Months
BLF2009,45,2 Years,2,226,MEDIUM,3 Months
BLF2010,47,2 Years,2,224,MEDIUM,3 Months
BLF2011,45.8,2.5 Years,4,245,MEDIUM,3 Months
BLF2012,47,2.5 Years,4,245,MEDIUM,3 Months
BLF2013,48,2 Years,2,255,MEDIUM,3 Months
BLF2014,42,2 Years,2,185,MINIMUM,3 Months
BLF2015,44,2 Years,2,200,MINIMUM,3 Months
BLF2016,44,2.5 Years,4,185,MINIMUM,3 Months
BLF2017,46,2 Years,2,210,MEDIUM,3 Months
BLF2018,45,2 Years,2,200,MEDIUM,3 Months
BLF2019,44.6,2 Years,2,250,MINIMUM,3 Months
BLF2020,45.2,2 Years,2,226,MEDIUM,3 Months
BLF2021,46,2.5 Years,4,211,MEDIUM,3 Months
BLF2022,49,2 Years,2,240,MEDIUM,3 Months
BLF2023,46.6,2 Years,2,225,MEDIUM,3 Months
BLF2024,47,2 Years,2,230,MEDIUM,3 Months
BLF2025,46,2 Years,2,205,MEDIUM,3 Months
BLF2026,44.5,2 Years,2,210,MINIMUM,3 Months
BLF2027,48.7,2 Years,2,265,MEDIUM,3 Months
BLF2028,49,2.5 Years,4,245,MEDIUM,3 Months
BLF2029,45.8,2.5 Years,4,225,MEDIUM,3 Months
BLF2031,46,2 Years,2,230,MEDIUM,3 Months
BLF2032,50,2 Years,2,250,MEDIUM,3 Months
BLF2033,41,2 Years,2,160,MINIMUM,3 Months
BLF2034,43.5,2 Years,2,210,MINIMUM,3 Months
BLF2035,47,2 Years,2,242,MEDIUM,3 Months
BLF2036,46,2.5 Years,4,230,MEDIUM,3 Months
BLF2037,45.6,2.5 Years,4,200,MEDIUM,3 Months
BLF2038,47.1,2 Years,2,235,MEDIUM,3 Months
BLF2039,44.3,2 Years,2,210,MINIMUM,3 Months
BLF2040,43.7,2 Years,2,200,MINIMUM,3 Months
BLF2041,44,2 Years,2,220,MINIMUM,3 Months
BLF2043,47.5,2 Years,2,282,MEDIUM,3 Months
BLF2044,47.1,2 Years,2,255,MEDIUM,3 Months
BLF2045,44,2 Years,2,225,MINIMUM,3 Months
BLF2046,48,2 Years,2,246,MEDIUM,3 Months
BLF2047,50,2 Years,2,315,MEDIUM,3 Months
BLF2048,50,2.5 Years,4,285,MEDIUM,3 Months
BLF2049,50.3,2 Years,2,300,MEDIUM,3 Months
BLF2050,44.3,2 Years,2,255,MINIMUM,3 Months
BLF2051,47.1,2 Years,2,275,MEDIUM,3 Months
BLF2052,44,2.5 Years,4,216,MINIMUM,3 Months
BLF2053,51,2 Years,2,302,LARGE,3 Months
BLF2054,47.2,2 Years,2,273,MEDIUM,3 Months
BLF2055,47,2.5 Years,4,240,MEDIUM,3 Months
BLF2056,45.8,2.5 Years,4,218,MEDIUM,3 Months
BLF2057,45.6,2.5 Years,4,205,MEDIUM,3 Months
BLF2058,46.8,2 Years,2,220,MEDIUM,3 Months
BLF2059,42.9,2 Years,2,213,MINIMUM,3 Months
BLF2060,46.9,2 Years,2,220,MEDIUM,3 Months
BLF2061,46,2 Years,2,288,MEDIUM,3 Months
BLF2062,47,2 Years,2,267,MEDIUM,3 Months
BLF2063,48.3,2 Years,2,286,MEDIUM,3 Months
BLF2064,50,2 Years,2,305,MEDIUM,3 Months
BLF2065,46.8,2 Years,2,216,MEDIUM,3 Months
BLF2066,42.6,2 Years,2,185,MINIMUM,3 Months
BLF2067,43,2 Years,2,227,MINIMUM,3 Months
BLF2068,43,2 Years,2,200,MINIMUM,3 Months
BLF2069,42,2 Years,2,202,MINIMUM,3 Months
BLF2070,46,2.5 Years,4,236,MEDIUM,3 Months
BLF2071,47,2.5 Years,4,250,MEDIUM,3 Months
BLF2072,48.3,2 Years,2,281,MEDIUM,3 Months
BLF2073,49,2 Years,2,300,MEDIUM,3 Months
BLF2074,45.6,2 Years,2,210,MEDIUM,3 Months
BLF2075,48.3,2 Years,2,225,MEDIUM,3 Months
BLF2076,48.4,2 Years,2,272,MEDIUM,3 Months
BLF2077,50.9,2 Years,2,279,MEDIUM,3 Months
BLF2078,45.6,2 Years,2,227,MEDIUM,3 Months
BLF2079,48.3,2.5 Years,4,262,MEDIUM,3 Months
BLF2080,44,2 Years,2,239,MINIMUM,3 Months
BLF2081,46.9,2.5 Years,4,280,MEDIUM,3 Months
BLF2082,47,2.5 Years,4,272,MEDIUM,3 Months
BLF2083,43,2 Years,2,205,MINIMUM,3 Months
BLF2084,47.3,2.5 Years,4,217,MEDIUM,3 Months
BLF2085,44,2 Years,2,195,MINIMUM,3 Months
BLF2086,45.5,2 Years,2,223,MEDIUM,3 Months
BLF2087,49.2,2 Years,2,287,MEDIUM,3 Months
BLF2088,48,2 Years,2,271,MEDIUM,3 Months
BLF2089,47,2 Years,2,275,MEDIUM,3 Months
BLF2090,49,2 Years,2,263,MEDIUM,3 Months
BLF2091,49.8,2 Years,2,273,MEDIUM,3 Months
BLF2092,49.3,3 Years,6,252,MEDIUM,3 Months
BLF2093,46.8,2.5 Years,4,222,MEDIUM,3 Months
BLF2094,48,2 Years,2,221,MEDIUM,3 Months
BLF2095,45.2,2.5 Years,4,252,MEDIUM,3 Months
BLF2097,45.6,2 Years,2,213,MEDIUM,3 Months
BLF2098,47.1,2 Years,2,257,MEDIUM,3 Months
BLF2099,48.5,2.5 Years,4,295,MEDIUM,3 Months
BLF2100,43,2 Years,2,208,MINIMUM,3 Months
BLF2101,44.5,2 Years,2,238,MINIMUM,3 Months
BLF2102,42.9,2.5 Years,4,179,MINIMUM,3 Months
BLF2103,43.1,2 Years,2,195,MINIMUM,3 Months
BLF2104,42.4,2.5 Years,4,181,MINIMUM,3 Months
BLF2105,49.4,2 Years,2,259,MEDIUM,3 Months
BLF2106,48,2 Years,2,277,MEDIUM,3 Months
BLF2107,46.9,2.5 Years,4,271,MEDIUM,3 Months
BLF2108,47.2,2 Years,2,250,MEDIUM,3 Months
BLF2109,47,2.5 Years,4,205,MEDIUM,3 Months
BLF2111,44,2 Years,2,291,MINIMUM,3 Months
BLF2112,50.9,2 Years,2,270,MEDIUM,3 Months
BLF2113,45.6,2 Years,2,230,MEDIUM,3 Months
BLF2114,45,2 Years,2,246,MEDIUM,3 Months
BLF2115,48.7,2 Years,2,280,MEDIUM,3 Months
BLF2116,46,2 Years,2,263,MEDIUM,3 Months
BLF2117,47,2 Years,2,236,MEDIUM,3 Months
BLF2118,49.6,2 Years,2,300,MEDIUM,3 Months
BLF2119,45.7,2 Years,2,235,MEDIUM,3 Months
BLF2120,48.1,2 Years,2,220,MEDIUM,3 Months
BLF2121,44.8,2 Years,2,236,MINIMUM,3 Months
BLF2122,45.4,2 Years,2,247,MEDIUM,3 Months
BLF2123,51.6,2.5 Years,4,300,LARGE,3 Months
BLF2124,49,2.5 Years,4,283,MEDIUM,3 Months
BLF2125,49,2 Years,2,260,MEDIUM,3 Months
BLF2126,44.3,2 Years,2,245,MINIMUM,3 Months
BLF2127,44.3,2 Years,2,201,MINIMUM,3 Months
BLF2128,49.4,2 Years,2,260,MEDIUM,3 Months
BLF2129,50.9,2.5 Years,4,275,MEDIUM,3 Months
BLF2130,48,2.5 Years,4,285,MEDIUM,3 Months
BLF2131,46,2 Years,2,212,MEDIUM,3 Months
BLF2132,48,2 Years,2,275,MEDIUM,3 Months
BLF2133,44.5,2 Years,2,230,MINIMUM,3 Months
BLF2134,45,2 Years,2,217,MEDIUM,3 Months
BLF2135,49,2 Years,2,263,MEDIUM,3 Months
BLF2136,46,2 Years,2,257,MEDIUM,3 Months
BLF2137,48,2.5 Years,4,239,MEDIUM,3 Months
BLF2138,48.5,2 Years,2,213,MEDIUM,3 Months
BLF2139,47,2 Years,2,234,MEDIUM,3 Months
BLF2140,49,2 Years,2,244,MEDIUM,3 Months
BLF2141,49,2.5 Years,4,277,MEDIUM,3 Months
BLF2142,42.2,2 Years,2,211,MINIMUM,3 Months
BLF2143,40.6,2 Years,2,170,MINIMUM,3 Months
BLF2144,47.2,2 Years,2,222,MEDIUM,3 Months
BLF2145,47,2 Years,2,249,MEDIUM,3 Months
BLF2146,50,2 Years,2,289,MEDIUM,3 Months
BLF2147,47.7,2 Years,2,266,MEDIUM,3 Months
BLF2148,48,2.5 Years,4,283,MEDIUM,3 Months
BLF2149,48,2 Years,2,244,MEDIUM,3 Months
BLF2150,44,2 Years,2,223,MINIMUM,3 Months
BLF2151,45.4,2 Years,2,205,MEDIUM,3 Months
BLF2152,44,2.5 Years,4,220,MINIMUM,3 Months
BLF2153,49.6,2 Years,2,275,MEDIUM,3 Months
BLF2154,45,2 Years,2,220,MEDIUM,3 Months
BLF2155,41.5,2 Years,2,199,MINIMUM,3 Months
BLF2156,45.8,2 Years,2,219,MEDIUM,3 Months
BLF2157,43.5,2 Years,2,205,MINIMUM,3 Months
BLF2158,43,2 Years,2,172,MINIMUM,3 Months
BLF2159,44.4,2 Years,2,225,MINIMUM,3 Months
BLF2160,46.5,2 Years,2,249,MEDIUM,3 Months
BLF2161,44.8,2 Years,2,204,MINIMUM,3 Months
BLF2162,46.3,2.5 Years,4,245,MEDIUM,3 Months
BLF2163,47.5,2 Years,2,282,MEDIUM,3 Months
BLF2164,48,2 Years,2,239,MEDIUM,3 Months
BLF2165,48,2 Years,2,250,MEDIUM,3 Months
BLF2166,44,2 Years,2,282,MINIMUM,3 Months
BLF2167,47.8,2 Years,2,242,MEDIUM,3 Months
BLF2168,46,2 Years,2,202,MEDIUM,3 Months
BLF2169,44.9,2 Years,2,200,MINIMUM,3 Months
BLF2170,48,2 Years,2,239,MEDIUM,3 Months
BLF2171,48.4,2 Years,2,268,MEDIUM,3 Months
BLF2172,46.5,2 Years,2,200,MEDIUM,3 Months
BLF2173,44,2 Years,2,180,MINIMUM,3 Months
BLF2174,45,2 Years,2,232,MEDIUM,3 Years
BLF2175,43,2 Years,2,208,MINIMUM,3 Months
BLF2176,46.5,2 Years,2,229,MEDIUM,3 Months
BLF2177,44.3,2 Years,2,203,MINIMUM,3 Months
BLF2178,48,2.5 Years,4,246,MEDIUM,3 Months
BLF2179,48,2 Years,2,283,MEDIUM,3 Months
BLF2180,47,2 Years,2,260,MEDIUM,3 Months
BLF2181,48,2 Years,2,245,MEDIUM,3 Months
BLF2182,46,2 Years,2,241,MEDIUM,3 Months
BLF2183,48,2.5 Years,4,247,MEDIUM,3 Months
BLF2184,44.3,2 Years,2,235,MINIMUM,3 Months
BLF2185,47,2 Years,2,279,MEDIUM,3 Months
BLF2186,43,2.5 Years,4,245,MINIMUM,3 Months
BLF2187,44,2 Years,2,254,MINIMUM,3 Months
BLF2188,49,2 Years,2,261,MEDIUM,3 Months
BLF2189,47,2.5 Years,4,260,MEDIUM,3 Months
BLF2190,48,2 Years,2,269,MEDIUM,3 Months
BLF2191,43,2 Years,2,220,MINIMUM,3 Months
BLF2192,45.6,2 Years,2,244,MEDIUM,3 Months
BLF2193,47.2,2 Years,2,252,MEDIUM,3 Months
BLF2194,42.2,2 Years,2,196,MINIMUM,3 Months
BLF2195,44,2 Years,2,216,MINIMUM,3 Months
BLF2196,46,2 Years,2,248,MEDIUM,3 Months
BLF2197,48.3,2 Years,2,227,MEDIUM,3 Months
BLF2198,48,2 Years,2,266,MEDIUM,3 Months
BLF2199,45.7,2.5 Years,4,229,MEDIUM,3 Months
BLF2200,49.4,2 Years,2,217,MEDIUM,3 Months
BLF2201,49.8,2 Years,2,257,MEDIUM,3 Months
BLF2202,45,2.5 Years,4,209,MEDIUM,3 Months
BLF2203,42.9,2.5 Years,4,196,MINIMUM,3 Months
BLF2204,43.1,2.5 Years,4,201,MINIMUM,3 Months
BLF2205,46,2.5 Years,4,227,MEDIUM,3 Months
BLF2207,51.5,2.5 Years,4,261,LARGE,3 Months
BLF2208,47.2,2.5 Years,4,222,MEDIUM,3 Months
BLF2209,50.7,2.5 Years,4,262,MEDIUM,3 Months
BLF2211,42,2.5 Years,4,189,MINIMUM,3 Months
BLF2212,43.1,2.5 Years,4,210,MINIMUM,3 Months
BLF2213,44.4,2.5 Years,4,194,MINIMUM,3 Months
BLF2214,46,2 Years,2,252,MEDIUM,3 Months
BLF2215,50.4,2 Years,2,275,MEDIUM,3 Months
BLF2216,47,2.5 Years,4,232,MEDIUM,3 Months
BLF2217,46,2 Years,2,230,MEDIUM,3 Months
BLF2218,47.5,2.5 Years,4,219,MEDIUM,3 Months
BLF2219,44.3,2 Years,2,229,MINIMUM,3 Months
BLF2220,45,3 Years,6,216,MEDIUM,3 Months
BLF2221,47,2.5 Years,4,239,MEDIUM,3 Months
BLF2222,46,2 Years,2,232,MEDIUM,3 Months
BLF2223,47,2 Years,2,236,MEDIUM,3 Months
BLF2224,48,2.5 Years,4,194,MEDIUM,3 Months
BLF2225,46.9,2 Years,2,244,MEDIUM,3 Months
BLF2226,49.6,2 Years,2,261,MEDIUM,3 Months
BLF2227,46,2 Years,2,245,MEDIUM,3 Months
BLF2228,45.5,2.5 Years,4,207,MEDIUM,3 Months
BLF2229,48,2.5 Years,4,246,MEDIUM,3 Months
BLF2231,45.4,2.5 Years,4,261,MEDIUM,3 Months
BLF2232,42.2,2.5 Years,4,214,MINIMUM,3 Months
BLF2233,45,2.5 Years,4,205,MEDIUM,3 Months
BLF2234,44,2.5 Years,4,197,MINIMUM,3 Months
BLF2235,46.9,2.5 Years,4,229,MEDIUM,3 Months
BLF2236,45,2.5 Years,4,199,MEDIUM,3 Months
BLF2237,45.5,2.5 Years,4,203,MEDIUM,3 Months
BLF2238,43.5,2.5 Years,4,189,MINIMUM,3 Months
BLF2239,49,2.5 Years,4,245,MEDIUM,3 Months
BLF2240,46.8,2.5 Years,4,217,MEDIUM,3 Months
BLF2241,47,2.5 Years,4,213,MEDIUM,3 Months
BLF2242,45,2 Years,2,224,MEDIUM,3 Months
BLF2243,46,2 Years,2,251,MEDIUM,3 Months
BLF2244,47,2 Years,2,226,MEDIUM,3 Months
BLF2245,46.8,2 Years,2,258,MEDIUM,3 Months
BLF2246,45,2 Years,2,228,MEDIUM,3 Months
BLF2247,43.4,2 Years,2,200,MINIMUM,3 Months
BLF2248,50,2.5 Years,4,255,MEDIUM,3 Months
BLF2249,45.5,2.5 Years,4,211,MEDIUM,3 Months
BLF2250,43,2.5 Years,4,210,MINIMUM,3 Months
BLF2251,47,2 Years,2,256,MEDIUM,3 Months
BLF2252,47.7,2 Years,2,246,MEDIUM,3 Months
BLF2253,50.5,2 Years,2,268,MEDIUM,3 Months
BLF2254,45.3,2.5 Years,4,222,MEDIUM,3 Months
BLF2255,49.5,2.5 Years,4,261,MEDIUM,3 Months
BLF2256,45,2 Years,2,229,MEDIUM,3 Months
BLF2257,47.2,2.5 Years,4,238,MEDIUM,3 Months
BLF2258,46.3,2 Years,2,242,MEDIUM,3 Months
BLF2259,47.8,2 Years,2,251,MEDIUM,3 Months
BLF2260,44.5,2 Years,2,206,MINIMUM,3 Months
BLF2261,44.9,2 Years,2,224,MINIMUM,3 Months
BLF2262,46.2,2 Years,2,213,MEDIUM,3 Months
BLF2263,43.5,2.5 Years,4,225,MINIMUM,3 Months
BLF2264,47,2 Years,2,240,MEDIUM,3 Months
BLF2265,49,2 Years,2,226,MEDIUM,3 Months
BLF2266,47.6,2 Years,2,257,MEDIUM,3 Months
BLF2267,48.5,2.5 Years,4,222,MEDIUM,3 Months
BLF2268,48,2 Years,2,224,MEDIUM,3 Months
BLF2269,47.5,2 Years,2,250,MEDIUM,3 Months
BLF2270,44.8,2 Years,2,222,MINIMUM,3 Months
BLF2271,43.1,2 Years,2,225,MINIMUM,3 Months
BLF2272,47,2 Years,2,239,MEDIUM,3 Months
BLF2273,44.9,2 Years,2,208,MINIMUM,3 Months
BLF2274,45.6,2.5 Years,4,235,MEDIUM,3 Months
BLF2275,45.9,2 Years,2,231,MEDIUM,3 Months
BLF2276,45.6,2 Years,2,229,MEDIUM,3 Months
BLF2277,42,2 Years,2,210,MINIMUM,3 Months
BLF2278,44.2,2.5 Years,4,212,MINIMUM,3 Months
BLF2279,44.3,2 Years,2,231,MINIMUM,3 Months
BLF2280,41.6,2 Years,2,183,MINIMUM,3 Months
BLF2281,44.6,2.5 Years,4,241,MINIMUM,3 Months
BLF2282,46.8,2 Years,2,251,MEDIUM,3 Months
BLF2283,46,2 Years,2,220,MEDIUM,3 Months
BLF2284,42,2 Years,2,164,MINIMUM,3 Months
BLF2285,43,2 Years,2,224,MINIMUM,3 Months
BLF2286,44,2 Years,2,208,MINIMUM,3 Months
BLF2287,45.9,2.5 Years,4,176,MEDIUM,3 Months
BLF2288,43,2.5 Years,4,174,MINIMUM,3 Months
BLF2289,44,2.5 Years,4,180,MINIMUM,3 Months
BLF2290,45.7,2 Years,2,186,MEDIUM,3 Months
BLF2291,39,2 Years,2,160,MINIMUM,3 Months
BLF2292,41.4,2 Years,2,162,MINIMUM,3 Months
BLF2293,41,2 Years,2,170,MINIMUM,3 Months
BLF2294,41.5,2 Years,2,154,MINIMUM,3 Months
BLF2295,44,2 Years,2,199,MINIMUM,3 Months
BLF2296,47,2 Years,2,211,MEDIUM,3 Months
BLF2297,45.1,2.5 Years,4,247,MEDIUM,3 Months
BLF2298,43.7,2 Years,2,218,MINIMUM,3 Months
BLF2299,47.9,2 Years,2,237,MEDIUM,3 Months
BLF2300,44.5,2 Years,2,197,MINIMUM,3 Months
BLF2301,48.3,2.5 Years,4,218,MEDIUM,3 Months
BLF2302,43,2 Years,2,173,MINIMUM,3 Months
BLF2303,50.9,2.5 Years,4,300,MEDIUM,3 Months
BLF2304,49.8,2 Years,2,230,MEDIUM,3 Months
BLF2305,46.9,2 Years,2,221,MEDIUM,3 Months
BLF2306,47.8,2 Years,2,285,MEDIUM,3 Months
BLF2307,48.4,2.5 Years,4,264,MEDIUM,3 Months
BLF2308,44.2,2 Years,2,204,MINIMUM,3 Months
BLF2309,45.3,2.5 Years,4,246,MEDIUM,3 Months
BLF2310,46.8,2 Years,2,224,MEDIUM,3 Months
BLF2311,44,2.5 Years,4,181,MINIMUM,3 Months
BLF2312,41.2,2 Years,2,176,MINIMUM,3 Months
BLF2313,43.5,2 Years,2,202,MINIMUM,3 Months
BLF2314,46.3,2 Years,2,260,MEDIUM,3 Months
BLF2315,43,2 Years,2,191,MINIMUM,3 Months
BLF2316,43,2 Years,2,191,MEDIUM,3 Months
BLF2317,47,2 Years,2,182,MEDIUM,3 Months
BLF2318,42.3,2 Years,2,161,MINIMUM,3 Years
BLF2319,43.6,2.5 Years,4,227,MINIMUM,3 Months
BLF2320,46,2 Years,2,215,MEDIUM,3 Months
BLF2321,45.7,2 Years,2,179,MEDIUM,3 Months
BLF2322,40,2 Years,2,178,MINIMUM,3 Months
BLF2323,43,2 Years,2,252,MINIMUM,3 Months
BLF2324,47.1,2 Years,2,260,MEDIUM,3 Months
BLF2325,46.8,2 Years,2,230,MEDIUM,3 Months
BLF2326,44.5,2 Years,2,244,MINIMUM,3 Months
BLF2327,47,2 Years,2,224,MEDIUM,3 Months
BLF2328,48.4,2 Years,2,251,MEDIUM,3 Months
BLF2329,44.3,2 Years,2,198,MINIMUM,3 Months
BLF2330,46,2 Years,2,231,MEDIUM,3 Months
BLF2332,39,2 Years,2,150,MINIMUM,3 Months
BLF2333,46.9,2 Years,2,207,MEDIUM,3 Months
BLF2343,44.3,2 Years,2,222,MINIMUM,3 Months
BLF2505,51.9,2 Years,2,375,LARGE,6 Months
BLF2508,51,2 Years,2,315,LARGE,4 Months
BLF2509,51,2 Years,2,322,LARGE,6 Months
BLF2510,45.6,2 Years,2,243,MEDIUM,6 Months
BLF2511,45.6,2 Years,2,280,MEDIUM,6 Months
BLF2514,42,2 Years,2,278,MINIMUM,4 Months
BLF2516,50,2 Years,2,355,MEDIUM,4 Months
BLF2517,45.6,2 Years,2,247,MEDIUM,4 Months
BLF2518,50,2.5 Years,4,330,MEDIUM,4 Months
BLF2520,47,2 Years,2,378,MEDIUM,4 Months
BLF2523,49,2 Years,2,280,MEDIUM,3 Months
BLF2524,48.3,2 Years,2,297,MEDIUM,3 Months
BLF2525,46.8,2 Years,2,297,MEDIUM,3 Months
BLF2526,48.4,2 Years,2,276,MEDIUM,3 Months
BLF2529,43.1,2 Years,2,293,MINIMUM,3 Months
BLF2532,50.2,2.5 Years,4,365,MEDIUM,3 Months
BLF2544,47.1,2 Years,2,378,MEDIUM,3 Months
BLF2554,45.2,2 Years,2,254,MEDIUM,4 Months
BLF2555,41.6,2.5 Years,4,226,MINIMUM,4 Months
BLF2557,45.6,2 Years,2,195,MEDIUM,4 Months
BLF2558,51.1,2 Years,2,272,MEDIUM,3 Months
BLF2559,51,3 Years,6,310,MEDIUM,3 Months
BLF2561,48.4,2 Years,2,289,MEDIUM,3 Months
BLF2562,45.4,2.5 Years,4,230,MEDIUM,3 Months
BLF2563,42.9,2.5 Years,4,206,MINIMUM,3 Months
BLF2564,42,2 Years,2,192,MEDIUM,3 Months
BLF2565,46.5,2 Years,2,234,MEDIUM,3 Months
BLF2566,43.1,2 Years,2,188,MINIMUM,3 Months
BLF2567,43.4,2 Years,2,216,MINIMUM,3 Months
BLF2568,41,2 Years,2,187,MINIMUM,3 Months
BLF2569,47,2.5 Years,4,276,MEDIUM,3 Months
BLF2570,49.6,2 Years,2,258,MEDIUM,3 Months
BLF2572,46.8,2.5 Years,4,254,MEDIUM,3 Months
BLF2573,43,2.5 Years,4,250,MINIMUM,3 Months
BLF2574,43.1,2 Years,2,200,MINIMUM,3 Months
BLF2575,43.1,2 Years,2,211,MINIMUM,3 Months
BLF2576,45,2 Years,2,230,MEDIUM,3 Months
BLF2577,46,2 Years,2,283,MEDIUM,3 Months
BLF2578,42.3,2 Years,2,220,MINIMUM,3 Months
BLF2579,42.8,2 Years,2,202,MINIMUM,3 Months
BLF2580,45.6,2 Years,2,243,MEDIUM,3 Months
BLF2581,44,2 Years,2,229,MINIMUM,3 Months
BLF2582,46,2.5 Years,4,222,MEDIUM,3 Months
BLF2583,43.3,2 Years,2,219,MINIMUM,3 Months
BLF2584,46,2 Years,2,245,MEDIUM,3 Months
BLF2585,46.9,2 Years,2,234,MEDIUM,3 Months
BLF2586,47.1,2 Years,2,280,MEDIUM,3 Months
BLF2587,41.5,2 Years,2,226,MINIMUM,3 Months
BLF2588,42.9,2 Years,2,233,MINIMUM,3 Months
BLF2589,43,2 Years,2,223,MINIMUM,3 Months
BLF2590,45.5,2 Years,2,270,MEDIUM,3 Months
BLF2591,42.9,2 Years,2,195,MINIMUM,3 Months
BLF2592,46,2 Years,2,235,MEDIUM,3 Months
BLF2593,43,2 Years,2,210,MINIMUM,3 Months
BLF2594,39,2 Years,2,183,MINIMUM,3 Months
BLF2595,46,2 Years,2,243,MEDIUM,3 Months
BLF2596,42,2.5 Years,4,203,MINIMUM,3 Months
BLF2597,47,2 Years,2,263,MEDIUM,3 Months
BLF2598,43.1,2 Years,2,199,MINIMUM,3 Months
BLF2599,49.6,2 Years,2,280,MEDIUM,3 Months
BLF2600,44.3,2.5 Years,4,257,MINIMUM,3 Months
BLF2601,46.6,2 Years,2,273,MEDIUM,3 Months
BLF2602,49.6,2 Years,2,315,MEDIUM,3 Months
BLF2603,45.6,2.5 Years,4,282,MEDIUM,3 Months
BLF2604,42,2 Years,2,186,MINIMUM,3 Months
BLF2605,46,2.5 Years,4,254,MEDIUM,3 Months
