sku,height_in_inch,age_in_year,teeth,weight_in_kg,size,feedlot_in_month
BLF3766,42,2.5 Years,4,182,MINIMUM,12 Months
BLF3570,39.3,2 Years,2,197,MINIMUM,12 Months
BLF3571,43,2 Years,2,220,MINIMUM,12 Months
BLF3767,41.9,2 Years,2,225,MINIMUM,12 Months
BLF3773,38,2 Years,2,185,MINIMUM,12 Months
BLF3613,43.11,2 Years,2,318,MINIMUM,12 Months
BLF3607,43.11,2 Years,2,309,MINIMUM,12 Months
BLF3622,41.9,2 Years,2,238,MINIMUM,12 Months
BLF3636,40,2 Years,2,226,MINIMUM,12 Months
BLF3756,40,2 Years,2,193,MINIMUM,12 Months
BLF3742,40,2 Years,2,214,MINIMUM,12 Months
BLF3597,43.2,2 Years,2,253,MINIMUM,12 Months
BLF3583,40.7,2 Years,2,234,MINIMUM,12 Months
BLF3540,41.11,3 Years,4,285,MINIMUM,12 Months
BLF3569,42.8,2 Years,2,217,MINIMUM,12 Months
BLF3541,45,2 Years,2,240,MINIMUM,12 Months
BLF3582,40,2 Years,2,231,MINIMUM,12 Months
BLF3596,44.2,2 Years,2,301,MINIMUM,12 Months
BLF3743,39.5,2 Years,2,202,MINIMUM,12 Months
BLF3757,41.3,2 Years,2,220,MINIMUM,12 Months
BLF3637,41,3 Years,6,252,MINIMUM,12 Months
BLF3623,42.2,2.5 Years,4,241,MINIMUM,12 Months
BLF3423,43.1,3 Years,6,360,MINIMUM,12 Months
BLF3635,41,2.5 Years,4,242,MINIMUM,12 Months
BLF3621,41.11,2 Years,2,240,MINIMUM,12 Months
BLF3609,42.8,2 Years,2,302,MINIMUM,12 Months
BLF3741,41,2 Years,2,219,MINIMUM,12 Months
BLF3755,41.11,2 Years,2,218,MINIMUM,12 Months
BLF3769,39.11,2 Years,2,200,MINIMUM,12 Months
BLF3580,46,2 Years,2,354,MEDIUM,12 Months
BLF3594,46.3,2 Years,2,272,MEDIUM,12 Months
BLF3543,42.6,2 Years,2,230,MINIMUM,12 Months
BLF3542,40,2 Years,2,233,MINIMUM,12 Months
BLF3595,42.4,2 Years,2,250,MINIMUM,12 Months
BLF3581,43,2 Years,2,295,MINIMUM,12 Months
BLF3768,39.2,2 Years,2,182,MINIMUM,12 Months
BLF3754,41.2,2 Years,2,207,MINIMUM,12 Months
BLF3740,42.2,2 Years,2,207,MINIMUM,12 Months
BLF3608,45.11,3 Years,6,286,MEDIUM,12 Months
BLF3620,40.9,2 Years,2,230,MINIMUM,12 Months
BLF3634,41.4,2 Years,2,217,MINIMUM,12 Months
BLF3432,46.7,3 Years,6,348,MEDIUM,12 Months
BLF3618,42.11,2 Years,2,267,MINIMUM,12 Months
BLF3630,44.7,2 Years,2,360,MEDIUM,12 Months
BLF3624,43,2 Years,2,233,MINIMUM,12 Months
BLF3744,39.2,2 Years,2,205,MINIMUM,12 Months
BLF3750,39.3,2.5 Years,4,210,MINIMUM,12 Months
BLF3585,41,2 Years,2,244,MINIMUM,12 Months
BLF3591,45.2,2 Years,2,302,MEDIUM,12 Months
BLF3546,41,2 Years,2,212,MINIMUM,12 Months
BLF3552,42.2,2 Years,2,245,MINIMUM,12 Months
BLF3553,43,2.5 Years,4,267,MINIMUM,12 Months
BLF3547,41.4,2 Years,2,278,MINIMUM,12 Months
BLF3590,41.4,2 Years,2,209,MINIMUM,12 Months
BLF3584,41,2 Years,2,215,MINIMUM,12 Months
BLF3751,40,2 Years,2,224,MINIMUM,12 Months
BLF3745,41.9,2 Years,2,206,MINIMUM,12 Months
BLF3625,43.1,2 Years,2,231,MINIMUM,12 Months
BLF3631,46.11,2 Years,2,289,MEDIUM,12 Months
BLF3619,41.4,2 Years,2,244,MINIMUM,12 Months
BLF3627,44.6,3 Years,4,257,MINIMUM,12 Months
BLF3633,43.11,2 Years,2,266,MINIMUM,12 Months
BLF3753,42,2 Years,2,224,MINIMUM,12 Months
BLF3747,38,2 Years,2,178,MINIMUM,12 Months
BLF3592,44,2 Years,2,245,MINIMUM,12 Months
BLF3586,43.5,2 Years,2,230,MINIMUM,12 Months
BLF3579,44.1,2 Years,2,294,MINIMUM,12 Months
BLF3551,41.11,2 Years,2,219,MINIMUM,12 Months
BLF3545,41,2.5 Years,4,225,MINIMUM,12 Months
BLF3544,44,2 Years,2,264,MINIMUM,12 Months
BLF3550,39.11,2.5 Years,4,201,MINIMUM,12 Months
BLF3578,44,2 Years,2,293,MINIMUM,12 Months
BLF3587,41.4,2 Years,2,222,MINIMUM,12 Months
BLF3593,42,2 Years,2,235,MINIMUM,12 Months
BLF3746,46,2 Years,2,198,MEDIUM,12 Months
BLF3752,43,3 Years,6,218,MINIMUM,12 Months
BLF3632,40.2,2 Years,2,183,MINIMUM,12 Months
BLF3626,43.8,3 Years,4,240,MINIMUM,12 Months
BLF3480,39,3 Years,6,211,MINIMUM,12 Months
BLF3494,42.6,2 Years,2,246,MINIMUM,12 Months
BLF3443,43,2.5 Years,4,365,MINIMUM,12 Months
BLF3457,39.5,2 Years,2,238,MINIMUM,12 Months
BLF3682,41.5,2.5 Years,4,253,MINIMUM,12 Months
BLF3696,39.4,2 Years,2,198,MINIMUM,12 Months
BLF3641,41.8,2 Years,2,196,MINIMUM,12 Months
BLF3655,40.7,2 Years,2,223,MINIMUM,12 Months
BLF3669,42.6,2 Years,2,231,MINIMUM,12 Months
BLF3735,43,2.5 Years,4,277,MINIMUM,12 Months
BLF3721,44.2,2 Years,2,270,MINIMUM,12 Months
BLF3709,41,2.5 Years,4,185,MINIMUM,12 Months
BLF3537,43,2 Years,2,252,MINIMUM,12 Months
BLF3523,40,2.5 Years,4,235,MINIMUM,12 Months
BLF3522,41.11,2 Years,2,243,MINIMUM,12 Months
BLF3536,48,2.5 Years,4,330,MEDIUM,12 Months
BLF3708,43.2,2 Years,2,240,MINIMUM,12 Months
BLF3720,43.8,2 Years,2,220,MINIMUM,12 Months
BLF3734,40,2 Years,2,203,MINIMUM,12 Months
BLF3668,43.8,2 Years,2,237,MINIMUM,12 Months
BLF3654,41.11,2 Years,2,218,MINIMUM,12 Months
BLF3640,39.2,2 Years,2,206,MINIMUM,12 Months
BLF3697,40.11,2 Years,2,228,MINIMUM,12 Months
BLF3683,41.5,2 Years,2,241,MINIMUM,12 Months
BLF3495,41.11,2 Years,4,246,MINIMUM,12 Months
BLF3481,41,2.5 Years,4,242,MINIMUM,12 Months
BLF3497,37.11,2 Years,2,201,MINIMUM,12 Months
BLF3483,42,2.5 Years,4,251,MINIMUM,12 Months
BLF3468,42,2.5 Years,4,253,MINIMUM,12 Months
BLF3695,41.3,2.5 Years,4,245,MINIMUM,12 Months
BLF3681,43.2,2.5 Years,4,229,MINIMUM,12 Months
BLF3656,45.3,2.5 Years,4,239,MEDIUM,12 Months
BLF3642,43,2.5 Years,4,257,MINIMUM,12 Months
BLF3722,39.11,2 Years,2,229,MINIMUM,12 Months
BLF3736,41.7,2 Years,2,226,MINIMUM,12 Months
BLF3520,40.6,2 Years,2,236,MINIMUM,12 Months
BLF3534,45,2 Years,2,289,MEDIUM,12 Months
BLF3508,39,2.5 Years,4,216,MINIMUM,12 Months
BLF3509,39,2.5 Years,4,205,MINIMUM,12 Months
BLF3535,44.5,2 Years,2,330,MINIMUM,12 Months
BLF3521,40,2.5 Years,4,249,MINIMUM,12 Months
BLF3737,40.2,2 Years,2,218,MINIMUM,12 Months
BLF3723,40.11,2 Years,2,206,MINIMUM,12 Months
BLF3643,43,2 Years,2,241,MINIMUM,12 Months
BLF3657,41.2,2 Years,2,241,MINIMUM,12 Months
BLF3680,40.11,2 Years,2,258,MINIMUM,12 Months
BLF3694,41.11,2 Years,2,245,MINIMUM,12 Months
BLF3469,42,2.5 Years,4,285,MINIMUM,12 Months
BLF3441,41,2.5 Years,4,315,MINIMUM,12 Months
BLF3482,44,2 Years,2,292,MINIMUM,12 Months
BLF3496,40.4,2 Years,2,233,MINIMUM,12 Months
BLF3492,42,2 Years,2,229,MINIMUM,12 Months
BLF3486,39,2 Years,2,224,MINIMUM,12 Months
BLF3479,40.12,2 Years,2,237,MINIMUM,12 Months
BLF3690,42.7,2.5 Years,4,237,MINIMUM,12 Months
BLF3684,43.11,2 Years,2,275,MINIMUM,12 Months
BLF3653,41.8,2 Years,2,230,MINIMUM,12 Months
BLF3647,45,2 Years,2,258,MEDIUM,12 Months
BLF3727,43.4,2 Years,2,274,MINIMUM,12 Months
BLF3733,41.9,2 Years,2,206,MINIMUM,12 Months
BLF3519,43.8,2.5 Years,4,259,MINIMUM,12 Months
BLF3525,39.3,2.5 Years,4,211,MINIMUM,12 Months
BLF3531,42,2 Years,2,275,MINIMUM,12 Months
BLF3530,41.11,2 Years,2,289,MINIMUM,12 Months
BLF3524,40.3,2.5 Years,4,227,MINIMUM,12 Months
BLF3518,42.11,2 Years,2,229,MINIMUM,12 Months
BLF3732,43.8,2 Years,2,269,MINIMUM,12 Months
BLF3726,42,2 Years,2,246,MINIMUM,12 Months
BLF3646,41.2,2 Years,2,241,MINIMUM,12 Months
BLF3652,43,2 Years,2,207,MINIMUM,12 Months
BLF3685,40.8,2 Years,2,208,MINIMUM,12 Months
BLF3691,42.3,2.5 Years,4,243,MINIMUM,12 Months
BLF3444,40.11,2.5 Years,4,350,MINIMUM,12 Months
BLF3450,39.1,3 Years,6,318,MINIMUM,24 Months
BLF3478,38.2,2 Years,2,204,MINIMUM,12 Months
BLF3487,41.2,2 Years,2,241,MINIMUM,12 Months
BLF3493,48,2 Years,2,219,MINIMUM,12 Months
BLF3485,41.1,2 Years,2,242,MINIMUM,12 Months
BLF3491,39,2 Years,2,186,MINIMUM,12 Months
BLF3687,41.4,2 Years,2,248,MINIMUM,12 Months
BLF3693,43,2 Years,2,219,MINIMUM,12 Months
BLF3644,41.9,2 Years,2,215,MINIMUM,12 Months
BLF3650,43,2.5 Years,4,240,MINIMUM,12 Months
BLF3718,42.8,2 Years,2,272,MINIMUM,12 Months
BLF3730,41,2 Years,2,230,MINIMUM,12 Months
BLF3724,44,2 Years,2,257,MINIMUM,12 Months
BLF3532,42,2 Years,2,260,MINIMUM,12 Months
BLF3526,40.7,2 Years,2,214,MINIMUM,12 Months
BLF3527,38,2 Years,2,208,MINIMUM,12 Months
BLF3533,43,2 Years,2,289,MINIMUM,12 Months
BLF3725,42,2 Years,2,259,MINIMUM,12 Months
BLF3731,39.8,2 Years,2,181,MINIMUM,12 Months
BLF3719,43.3,2 Years,2,254,MINIMUM,12 Months
BLF3651,43.3,2 Years,2,230,MINIMUM,12 Months
BLF3645,43,2 Years,2,267,MINIMUM,12 Months
BLF3679,42.11,2.5 Years,4,275,MINIMUM,12 Months
BLF3692,40,2.5 Years,4,194,MINIMUM,12 Months
BLF3686,41.11,2 Years,2,218,MINIMUM,12 Months
BLF3490,42.11,2 Years,2,211,MINIMUM,12 Months
BLF3484,40.2,2 Years,2,242,MINIMUM,12 Months
BLF4319,42,2.5 Years,4,257,MINIMUM,3 Months
BLF4331,44,2 Years,2,228,MINIMUM,3 Months
BLF4325,41,3 Years,6,205,MINIMUM,3 Months
BLF4279,46,2 Years,2,277,MEDIUM,3 Months
BLF4245,42,2 Years,2,236,MINIMUM,3 Months
BLF4251,43.6,2 Years,2,280,MINIMUM,3 Months
BLF4244,43.4,2 Years,2,277,MINIMUM,3 Months
BLF4293,42,2 Years,2,252,MINIMUM,3 Months
BLF4287,42.4,2 Years,2,245,MINIMUM,3 Months
BLF4324,37.4,2 Years,2,182,MINIMUM,3 Months
BLF4330,41.6,2 Years,2,253,MINIMUM,3 Months
BLF4318,43.2,2 Years,2,211,MINIMUM,3 Months
BLF4326,41.4,3 Years,6,212,MINIMUM,3 Months
BLF4332,42.3,2 Years,2,251,MINIMUM,3 Months
BLF4130,40.4,2 Years,2,248,MINIMUM,3 Years
BLF4291,45,2 Years,2,351,MEDIUM,3 Months
BLF4285,42,2.5 Years,4,254,MINIMUM,6 Months
BLF4252,43,2 Years,2,302,MINIMUM,6 Months
BLF4246,40.2,2 Years,2,238,MINIMUM,3 Months
BLF4247,39,2 Years,2,235,MINIMUM,3 Months
BLF4253,41,2 Years,2,242,MINIMUM,3 Months
BLF4284,43,2.5 Years,4,246,MINIMUM,6 Months
BLF4290,40.4,2 Years,2,238,MINIMUM,3 Months
BLF4131,41,2 Years,2,259,MINIMUM,3 Months
BLF4333,43.6,2 Years,2,244,MINIMUM,3 Months
BLF4327,41.7,2.5 Years,4,199,MINIMUM,3 Months
BLF4323,42,2.5 Years,4,239,MINIMUM,3 Months
BLF4337,44.4,2 Years,2,227,MINIMUM,3 Months
BLF4069,44,2 Years,2,240,MINIMUM,3 Months
BLF4294,42.2,2.5 Years,4,278,MINIMUM,3 Months
BLF4280,39.6,2 Years,2,214,MINIMUM,3 Months
BLF4257,40.6,2 Years,2,203,MINIMUM,3 Months
BLF4243,42,2 Years,2,265,MINIMUM,3 Months
BLF4242,41.4,2 Years,2,231,MINIMUM,3 Months
BLF4256,40.5,2 Years,2,280,MINIMUM,3 Months
BLF4281,38.6,2 Years,2,177,MINIMUM,3 Months
BLF4295,43,2 Years,2,233,MINIMUM,3 Months
BLF4336,44,3 Years,6,256,MINIMUM,3 Months
BLF4322,39.8,2 Years,2,199,MINIMUM,3 Months
BLF4334,42.4,2 Years,2,246,MINIMUM,3 Months
BLF4320,39.8,2 Years,2,197,MINIMUM,3 Months
BLF4308,43.4,2 Years,2,244,MINIMUM,3 Months
BLF4283,46.2,2.5 Years,2,278,MEDIUM,3 Months
BLF4297,40,2 Years,2,196,MINIMUM,3 Months
BLF4240,42.4,2 Years,2,252,MINIMUM,3 Months
BLF4254,44,2 Years,2,276,MINIMUM,6 Months
BLF4269,42.6,2 Years,2,257,MINIMUM,3 Months
BLF4255,43.3,2 Years,2,272,MINIMUM,3 Months
BLF4241,39.6,2 Years,2,212,MINIMUM,3 Months
BLF4296,40.5,2.5 Years,4,232,MINIMUM,6 Months
BLF4282,38.8,2 Years,2,193,MINIMUM,3 Months
BLF4137,42.2,2 Years,2,224,MINIMUM,3 Months
BLF4309,37.7,2 Years,2,176,MINIMUM,3 Months
BLF4321,41,2 Years,2,205,MINIMUM,3 Months
BLF4335,45,2 Years,2,244,MEDIUM,3 Months
BLF4385,39,2 Years,2,150,MINIMUM,3 Months
BLF4346,38,2 Years,2,193,MINIMUM,3 Months
BLF4193,43,2 Years,2,298,MINIMUM,3 Months
BLF4187,41.2,2.5 Years,4,236,MINIMUM,6 Months
BLF4178,41.2,2 Years,2,249,MINIMUM,3 Months
BLF4144,43.6,2 Years,2,298,MINIMUM,6 Months
BLF4226,44,2.5 Years,4,280,MINIMUM,3 Months
BLF4232,42.4,2 Years,2,246,MINIMUM,3 Months
BLF4233,44.9,2 Years,2,291,MINIMUM,6 Months
BLF4227,44.2,2 Years,2,282,MINIMUM,6 Months
BLF4145,45,2 Years,2,281,MEDIUM,6 Months
BLF4179,42,2 Years,2,227,MINIMUM,3 Months
BLF4186,46,2 Years,2,284,MEDIUM,3 Months
BLF4192,48,2.5 Years,4,364,MEDIUM,3 Months
BLF4347,42,2 Years,2,226,MINIMUM,3 Months
BLF4353,39,2 Years,2,172,MINIMUM,3 Months
BLF4379,41,2 Years,2,184,MINIMUM,3 Months
BLF4345,42.5,2.5 Years,4,227,MINIMUM,3 Months
BLF4190,43,2 Years,2,239,MINIMUM,3 Years
BLF4147,41,2.5 Years,4,260,MINIMUM,3 Months
BLF4231,44,2.5 Years,4,259,MINIMUM,3 Months
BLF4225,40.2,2 Years,2,256,MINIMUM,3 Months
BLF4224,42.2,2 Years,2,290,MINIMUM,3 Months
BLF4230,37.4,2 Years,2,197,MINIMUM,3 Months
BLF4146,42.5,2 Years,2,252,MINIMUM,3 Months
BLF4191,44,2.5 Years,4,285,MINIMUM,3 Months
BLF4185,44.8,2 Years,2,317,MINIMUM,6 Months
BLF4350,40,2 Years,2,186,MINIMUM,3 Months
BLF4344,42.6,2 Years,2,222,MINIMUM,3 Months
BLF4378,36,2.5 Years,4,149,MINIMUM,3 Months
BLF4383,40.2,2 Years,2,184,MINIMUM,3 Months
BLF4340,42.4,2 Years,2,226,MINIMUM,3 Months
BLF4354,41.4,2 Years,2,208,MINIMUM,3 Months
BLF4368,39,2 Years,2,188,MINIMUM,3 Months
BLF4181,47,3 Years,6,370,MEDIUM,6 Months
BLF4195,43,2 Years,2,258,MINIMUM,6 Months
BLF4142,38,2 Years,2,187,MINIMUM,3 Months
BLF4234,40,2 Years,2,226,MINIMUM,3 Months
BLF4208,42.2,2 Years,2,218,MINIMUM,3 Months
BLF4209,37.8,2 Years,2,212,MINIMUM,3 Months
BLF4235,40.6,2.5 Years,4,246,MINIMUM,6 Months
BLF4194,43.2,2.5 Years,4,290,MINIMUM,3 Months
BLF4180,43.4,2 Years,2,286,MINIMUM,3 Months
BLF4369,48.3,2 Years,2,356,MEDIUM,3 Months
BLF4355,42,2 Years,2,226,MINIMUM,3 Months
BLF4341,40.5,2 Years,2,217,MINIMUM,3 Months
BLF4382,41,2 Years,2,184,MINIMUM,3 Months
BLF4380,40.2,2 Years,2,177,MINIMUM,3 Months
BLF4357,39.8,2 Years,2,200,MINIMUM,3 Months
BLF4343,37.2,2.5 Years,4,180,MINIMUM,3 Months
BLF4196,43.5,2 Years,2,263,MINIMUM,6 Months
BLF4182,46.9,2 Years,2,346,MEDIUM,3 Months
BLF4169,42.9,2 Years,2,274,MINIMUM,6 Months
BLF4223,40.4,2 Years,2,266,MINIMUM,3 Months
BLF4237,40.7,2 Years,2,220,MINIMUM,3 Months
BLF4236,40.3,2 Years,2,218,MINIMUM,3 Months
BLF4168,38.5,2 Years,2,201,MINIMUM,3 Months
BLF4183,47,2 Years,2,340,MEDIUM,6 Months
BLF4197,40,2 Years,2,228,MINIMUM,3 Months
BLF4342,43,2 Years,2,206,MINIMUM,3 Months
BLF4381,39.2,2 Years,2,180,MINIMUM,3 Months
BLF4367,41,2 Years,2,221,MINIMUM,3 Months
BLF4159,42.5,2 Years,2,278,MINIMUM,6 Months
BLF4171,43.4,2.5 Years,4,299,MINIMUM,3 Months
BLF4165,43,2.5 Years,4,273,MINIMUM,6 Months
BLF4005,41,2 Years,2,260,MINIMUM,3 Months
BLF4207,44.2,2.5 Years,4,245,MINIMUM,6 Months
BLF4213,40.2,2.5 Years,2,229,MINIMUM,3 Months
BLF4212,43.1,2 Years,2,279,MINIMUM,3 Months
BLF4206,43.5,2 Years,2,255,MINIMUM,3 Months
BLF4170,43,2 Years,2,282,MINIMUM,6 Months
BLF4366,41.2,2 Years,2,205,MINIMUM,3 Months
BLF4372,40.3,2 Years,2,212,MINIMUM,3 Months
BLF4358,41.6,2 Years,2,215,MINIMUM,3 Months
BLF4364,40.4,2 Years,2,219,MINIMUM,3 Months
BLF4370,39.6,2 Years,2,204,MINIMUM,3 Months
BLF4166,43.9,2.5 Years,4,266,MINIMUM,6 Months
BLF4172,44.6,2 Years,2,319,MINIMUM,3 Months
BLF4238,43.2,2 Years,3,298,MINIMUM,3 Months
BLF4210,42,2 Years,2,225,MINIMUM,3 Months
BLF4211,40.8,2 Years,2,227,MINIMUM,3 Months
BLF4239,42,2 Years,2,224,MINIMUM,3 Months
BLF4173,40.6,3 Years,6,237,MINIMUM,6 Months
BLF4371,41.8,2 Years,2,192,MINIMUM,3 Months
BLF4365,40,2 Years,2,218,MINIMUM,3 Months
BLF4359,42.5,2 Years,2,226,MINIMUM,3 Months
BLF4361,42,2 Years,2,226,MINIMUM,3 Months
BLF4349,41,2 Years,2,189,MINIMUM,3 Months
BLF4188,42.4,2.5 Years,4,253,MINIMUM,6 Months
BLF4177,39.4,2.5 Years,4,212,MINIMUM,6 Months
BLF4215,43.4,2 Years,2,264,MINIMUM,3 Months
BLF4229,46,2.5 Years,4,311,MEDIUM,6 Months
BLF4228,43.8,2 Years,2,279,MINIMUM,3 Months
BLF4214,43.5,2 Years,2,280,MINIMUM,3 Months
BLF4176,38,2 Years,2,190,MINIMUM,3 Months
BLF4162,41.6,2.5 Years,4,229,MINIMUM,6 Months
BLF4189,43,2 Years,2,253,MINIMUM,6 Months
BLF4348,41.2,2.5 Years,4,216,MINIMUM,3 Months
BLF4374,40,2 Years,2,203,MINIMUM,3 Months
BLF4360,39.1,2 Years,2,219,MINIMUM,3 Months
BLF4376,39.2,2 Years,2,176,MINIMUM,3 Months
BLF4362,41,2 Years,2,225,MINIMUM,3 Months
BLF4174,45,2.5 Years,4,261,MEDIUM,3 Months
BLF4160,42.6,2 Years,2,255,MINIMUM,3 Months
BLF4216,40,2 Years,2,214,MINIMUM,3 Months
BLF4161,43,2.5 Years,4,277,MINIMUM,6 Months
BLF4175,34.4,2 Years,2,248,MINIMUM,3 Months
BLF4363,41.6,2.5 Years,4,226,MINIMUM,3 Months
BLF4377,39,2 Years,2,179,MINIMUM,3 Months
BLF4388,36,2 Years,2,174,MINIMUM,3 Months
BLF4310,43,2 Years,2,245,MINIMUM,3 Months
BLF4304,43.6,2.5 Years,4,266,MINIMUM,3 Months
BLF4264,43.6,2 Years,2,236,MINIMUM,3 Months
BLF4270,43.5,2.5 Years,4,268,MINIMUM,6 Months
BLF4271,44,2 Years,2,244,MINIMUM,6 Months
BLF4265,41,2 Years,2,221,MINIMUM,3 Months
BLF4259,45.4,2 Years,2,265,MEDIUM,3 Months
BLF4305,41.4,2.5 Years,4,232,MINIMUM,3 Months
BLF4311,43,2 Years,2,233,MINIMUM,3 Months
BLF4339,42.5,2 Years,2,227,MINIMUM,3 Months
BLF4307,40.2,2 Years,2,251,MINIMUM,3 Months
BLF4313,42.7,2 Years,2,244,MINIMUM,3 Months
BLF4298,42.4,2 Years,2,244,MINIMUM,3 Months
BLF4273,43,2 Years,3,260,MINIMUM,3 Months
BLF4267,41.4,2 Years,2,216,MINIMUM,3 Months
BLF4266,43,2 Years,2,245,MINIMUM,3 Months
BLF4272,44.4,2 Years,2,279,MINIMUM,3 Months
BLF4299,44,2 Years,2,247,MINIMUM,3 Months
BLF4312,41,2 Years,2,234,MINIMUM,3 Months
BLF4306,42.3,2 Years,2,255,MINIMUM,3 Months
BLF4302,42,2 Years,2,227,MINIMUM,3 Months
BLF4316,39,2 Years,2,197,MINIMUM,3 Months
BLF4128,42,2 Years,2,261,MINIMUM,6 Months
BLF4289,43.2,2.5 Years,4,251,MINIMUM,3 Months
BLF4276,44.5,2 Years,2,269,MINIMUM,6 Months
BLF4262,44,2 Years,2,272,MINIMUM,6 Months
BLF4263,42,2 Years,2,236,MINIMUM,3 Months
BLF4277,42.7,2 Years,2,251,MINIMUM,3 Months
BLF4288,40.2,2 Years,2,217,MINIMUM,3 Months
BLF4129,42.4,2 Years,2,258,MINIMUM,6 Months
BLF4317,41.2,2 Years,2,218,MINIMUM,3 Months
BLF4303,41,2 Years,2,206,MINIMUM,3 Months
BLF4315,43.2,2 Years,2,235,MINIMUM,3 Months
BLF4301,44.4,2 Years,2,271,MINIMUM,3 Months
BLF4329,42.3,2.5 Years,4,256,MINIMUM,3 Months
BLF4261,46,2 Years,2,292,MEDIUM,6 Months
BLF4275,43,2 Years,2,270,MINIMUM,3 Months
BLF4249,41,2 Years,2,257,MINIMUM,3 Months
BLF4248,45,2 Years,2,273,MEDIUM,6 Months
BLF4274,50,2 Years,2,378,MEDIUM,6 Months
BLF4260,44,2 Years,2,267,MINIMUM,6 Months
BLF4328,39.4,2 Years,2,209,MINIMUM,3 Months
BLF4300,40.8,2 Years,2,230,MINIMUM,3 Months
